replicate,mt_raw_mean_tv,y_raw_mean_tv,delta_y_minus_mt_raw,mt_noise_floor_subtracted_mean_tv,y_noise_floor_subtracted_mean_tv,delta_y_minus_mt_noise_floor_subtracted,mt_parametric_bias_corrected_mean_tv,y_parametric_bias_corrected_mean_tv,delta_y_minus_mt_parametric_bias_corrected
32,0.6020266439909296,0.5311082766439909,-0.0709183673469388,0.15695784977880042,0.17193292089057843,0.01497507111177801,0.36082623360799865,0.3949188789971408,0.03409264538914214
33,0.6073466538623332,0.5804523024615941,-0.026894351400739147,0.16227785965020405,0.22277035442480356,0.0604924947745995,0.3661462434794022,0.4442629048147438,0.07811666133534156
34,0.5180410001838573,0.5697448376019806,0.05170383741812323,0.0840093459944038,0.20953146219626267,0.12552211620185888,0.27684058980092635,0.43355543995513035,0.156714850154204
35,0.6572286179429037,0.6509222919937204,-0.0063063259491832335,0.2121598237307744,0.2907089165880027,0.07854909285722828,0.4160282075599726,0.5147328943468704,0.09870468678689781
36,0.47736818212133336,0.47071150429868924,-0.006656677822644119,0.0577665957014119,0.13464937181438227,0.07688277611297037,0.23616777173840234,0.334522106651839,0.09835433491343668
37,0.5277468563182849,0.5753311172954031,0.04758426097711821,0.0858253305589913,0.21511774188968516,0.12929241133069386,0.2865464459353539,0.43914171964855286,0.15259527371319898
38,0.5781828703703703,0.6110721371882086,0.032889266817838325,0.13311407615824108,0.25085876178249084,0.11774468562424975,0.3369824599874393,0.47488273954135846,0.13790027955391915
39,0.5917454424597282,0.5002091966377681,-0.09153624582196007,0.16333124008433356,0.16973079855631323,0.006399558471979677,0.3505450320767971,0.3640197989909179,0.013474766914120806
40,0.6783240568954855,0.5304421768707483,-0.14788188002473712,0.2332552626833562,0.181557347125719,-0.0516979155576372,0.4371236465125545,0.3942527792238982,-0.0428708672886563
41,0.6191806019736582,0.6101352939549803,-0.009045308018677867,0.17411180776152896,0.24992191854926246,0.0758101107877335,0.37798019159072727,0.47394589630813017,0.0959657047174029
42,0.5828231292517005,0.5144652305366592,-0.06835789871504139,0.16257219218242852,0.18023717259125868,0.01766498040883016,0.34162271886876966,0.3782758328898089,0.03665311402103927
43,0.571221789026411,0.5013739353550278,-0.06984785367138313,0.1261529948142816,0.145723134979322,0.019570140165040384,0.3300213786434799,0.3651845377081777,0.0351631590646978
44,0.5658159631373917,0.5676532792604221,0.001837316123030397,0.12857130550297044,0.21476099229007842,0.08618968678710798,0.3246155527544607,0.4314638816135719,0.10684832885911122
45,0.6325434121016827,0.5257705953194675,-0.10677281678221529,0.18747461788955347,0.1678230565833457,-0.019651561306207765,0.39134300171875175,0.3895811976726173,-0.001761804046134463
46,0.5848090587586385,0.5885433452660344,0.003734286507395823,0.1423875089720573,0.2283299698603165,0.08594246088825921,0.34360864837570754,0.4523539476191841,0.10874529924347659
47,0.6425676331138517,0.5536184170637951,-0.08894921605005657,0.20532358285485913,0.19340504165807731,-0.011918541196781818,0.40136722273092057,0.41742901941694505,0.016061796686024477
48,0.5944558941997852,0.49550308061821224,-0.09895281358157293,0.16988452912597787,0.17664972957311578,0.006765200447137909,0.35325548381685407,0.35931368297136207,0.006058199154508004
49,0.6236720530878139,0.5462873942396458,-0.07738465884816814,0.17860325887568468,0.18607401883392796,0.007470759958243284,0.38247164270488293,0.4100979965927956,0.02762635388791268
50,0.5969534445601702,0.5963886135174163,-0.0005648310427538439,0.18196778526867585,0.2573986508101111,0.07543086554143524,0.3557530341772392,0.46019921587056606,0.10444618169332687
51,0.6634311554078997,0.5620690291620524,-0.10136212624584728,0.2183623611957703,0.21000176987720148,-0.00836059131856881,0.4222307450249686,0.42587963151520214,0.0036488864902335383
52,0.46652621303242425,0.6122282173006811,0.14570200426825686,0.04531761001798614,0.25201484189496315,0.206697231876977,0.22532580264949323,0.47603881965383094,0.2507130170043377
53,0.5894800180514466,0.5939843832700975,0.004504365218650941,0.14441122383931734,0.23427405376742555,0.0898628299281082,0.34827960766851557,0.45779498562324733,0.10951537795473176
54,0.6215305609423256,0.6146577220631843,-0.006872838879141363,0.17807220607259996,0.2654502423490764,0.08737803627647642,0.3803301505593946,0.47846832441633413,0.09813817385693951
55,0.6220652363509506,0.6659820338391766,0.04391679748822608,0.17699644213882135,0.3057686584334588,0.12877221629463745,0.3808648259680196,0.5297926361923265,0.1489278102243069
56,0.6740364942045615,0.604375132526393,-0.0696613616781685,0.2289676999924322,0.2571090496740602,0.028141349681627986,0.4328360838216304,0.4681857348795428,0.03534965105791238
57,0.631522544915402,0.5925933193790337,-0.03892922553636835,0.18645375070327277,0.23543515939281698,0.048981408689544204,0.39032213453247105,0.4564039217321835,0.06608178719971247
58,0.5400577104547823,0.6111078638955006,0.0710501534407183,0.09683556117840511,0.25089448848978285,0.15405892731137774,0.2988573000718513,0.4749184662486505,0.17606116617679918
59,0.49645336767185505,0.6472294045823458,0.15077603691049074,0.08081578094271899,0.2870160291766279,0.2062002482339089,0.25525295728892405,0.5110400069354956,0.2557870496465715
60,0.6273394241417497,0.5430710462479565,-0.08426837789379316,0.18227062992962045,0.1981287025882705,0.015858072658650052,0.3861390137588187,0.4068816486011064,0.02074263484228772
61,0.6828241553031468,0.6142893054657759,-0.0685348498373709,0.23775536109101755,0.2540759300600582,0.016320568969040633,0.4416237449202159,0.4780999078189258,0.03647616289870992
62,0.6987859032501891,0.6058106575963719,-0.0929752456538172,0.25371710903805966,0.24559728219065408,-0.008119826847405587,0.4575854928672579,0.4696212599495218,0.012035767082263893
63,0.6237898492730426,0.5848476057089502,-0.03894224356409237,0.17872105506091326,0.22463423030323243,0.045913175242319165,0.38258943889011154,0.44865820806210005,0.0660687691719885
64,0.6007201452009375,0.47210288877455747,-0.12861725642638006,0.15565135098880825,0.14586108281804785,-0.009790268170760397,0.35951973481800653,0.33591349112770735,-0.023606243690299178
65,0.6046932808211004,0.5155348689183276,-0.08915841190277285,0.1596244866089711,0.1713122687393671,0.011687782130396007,0.3634928704381694,0.3793454712714774,0.015852600833307973
66,0.5498639455782313,0.5213151927437643,-0.028548752834467006,0.13600504601840735,0.1611018173380463,0.025096771319638944,0.30866353519530026,0.385125795096914,0.07646225990161376
67,0.5546298194074378,0.5222636282894532,-0.032366191117984666,0.12110588269891599,0.16875045715613166,0.04764457445721566,0.3134294090245068,0.386074230642603,0.07264482161809621
68,0.5992185324422167,0.5556756474519633,-0.04354288499025338,0.16825330965865878,0.19546227204624547,0.027208962387586688,0.3580181220592856,0.4194862498051131,0.061468127745827494
69,0.6239034638245542,0.547993099678896,-0.07591036414565822,0.19438694902418963,0.18777972427317807,-0.006607224751011553,0.3827030534416232,0.41180370203204575,0.02910064859042255
70,0.6007288743003029,0.663481756338899,0.06275288203859619,0.1607336283685968,0.324491793631594,0.16375816526299722,0.3595284639173718,0.527292358692049,0.16776389477467724
71,0.5690131608198835,0.5758586768040549,0.00684551598417138,0.12394436660775421,0.22071225151171578,0.09676788490396157,0.32781275043695246,0.43966927915720483,0.11185652872025237
72,0.5121782955606485,0.5031911249348224,-0.008987170625826102,0.09092338843365633,0.15778942419897252,0.06686603576531619,0.2709778851777175,0.3670017272879722,0.09602384211025472
73,0.6011706349206349,0.5874433106575963,-0.013727324263038687,0.158688547057712,0.22796723016984569,0.0692786831121337,0.35997022453770383,0.45125391301074613,0.0912836884730423
74,0.6656029156029156,0.5203282828282828,-0.14527463277463282,0.2205341213907863,0.18313820007295847,-0.03739592131782782,0.42440250521998457,0.38413888518143263,-0.04026362003855194
75,0.5665779132165687,0.6247452827284761,0.058167369511907374,0.1600636762504147,0.26453190732275816,0.10446823107234346,0.3253775028336377,0.4885558850816259,0.1631783822479882
76,0.675233426704015,0.5899204126094882,-0.08531301409452674,0.23016463249188573,0.23331423008092123,0.003149597589035491,0.43403301632108393,0.45373101496263807,0.019697998641554137
77,0.6131072631072632,0.5342223252937538,-0.07888493781350936,0.1732134688951338,0.17626664933144973,0.0030531804363159165,0.37190685272433205,0.3980329276469036,0.026126074922571574
78,0.64072792287078,0.5832746618460904,-0.057453261024689506,0.19970829990407196,0.22306128644037257,0.023352986536300607,0.39952751248784896,0.4470852641992403,0.047557751711391316
79,0.5044346143899882,0.5011158366811149,-0.003318777708873233,0.1085429398868536,0.14090246127539702,0.03235952138854342,0.27287544943746234,0.3649264390342647,0.09205098959680236
80,0.5108654572940287,0.5408163265306122,0.02995086923658352,0.07095982918167267,0.1820984726668445,0.11113864348517184,0.26966504691109766,0.404626928883762,0.13496188197266434
81,0.6278712385855243,0.6176755837470124,-0.010195654838511925,0.18280244437339502,0.2575117395051113,0.07470929513171629,0.3866708282025933,0.4814861861001622,0.0948153578975689
82,0.505909435023684,0.5828245811282672,0.07691514610458317,0.0786710084921198,0.22261120572254928,0.14394019723042947,0.264709024640753,0.446635183481417,0.181926158840664
83,0.6273036487322202,0.5513064316635745,-0.0759972170686457,0.19033622356770996,0.19511421697214235,0.004777993404432385,0.38610323834928917,0.4151170340167244,0.029013795667435227
84,0.5928297727404869,0.4801309636131065,-0.1126988091273804,0.15071564242927166,0.1243751212205939,-0.02634052120867776,0.351629362357556,0.3439415659662562,-0.007687796391299795
85,0.567547852474323,0.6071295184740562,0.03958166599973312,0.13658262969076518,0.2469161430683384,0.11033351337757322,0.32634744209139205,0.4709401208272061,0.14459267873581405
86,0.7402231201920644,0.6448752767852147,-0.09534784340684965,0.295154325979935,0.28466190137949676,-0.010492424600438255,0.4990227098091332,0.5086858791383645,0.00966316932923128
87,0.6836252719711366,0.5769177463332203,-0.1067075256379163,0.23855647775900732,0.21670437092750264,-0.02185210683150468,0.4424248615882056,0.44072834868637034,-0.0016965129018352565
88,0.5649253241089977,0.5043723849846299,-0.060552939124367766,0.12420189425473262,0.15177698010045398,0.027575085845721367,0.32372491372606654,0.36818298733777965,0.04445807361171311
89,0.5288154318966644,0.491485836758946,-0.03732959513771833,0.09290855256159702,0.15506716188748224,0.06215860932588521,0.28761502151373336,0.3552964391120958,0.06768141759836244
90,0.5924589799844903,0.6139535540045744,0.021494574020084145,0.1763747095818847,0.2541302579639359,0.0777555483820512,0.3519712436033929,0.47776415635772423,0.12579291275433135
91,0.6514103077128287,0.6337479863740368,-0.017662321338791864,0.20634151350069943,0.27353461096831894,0.0671930974676195,0.4102098973298977,0.49755858872718667,0.08734869139728896
92,0.6184432999950241,0.5205959844752948,-0.09784731551972936,0.1813448794601435,0.17403799162411396,-0.007306887836029535,0.3772428896120931,0.38440658682844464,0.007163697216351517
93,0.5260616141725165,0.5232044306292426,-0.0028571835432739112,0.09116522564993569,0.16933351554098514,0.07816828989104944,0.2848612037895854,0.38701503298239254,0.10215382919280713
94,0.6227729084463312,0.591362262374031,-0.03141064607230015,0.17770411423420182,0.23114888696831312,0.0534447727341113,0.3815724980634001,0.45517286472718077,0.07360036666378067
95,0.5129385213681432,0.5758891056422568,0.0629505842741136,0.09467171128299802,0.21567573023653905,0.12100401895354103,0.27173811098521217,0.4396997079954067,0.16796159701019453
96,0.5889689364479281,0.498537324797829,-0.09043161165009916,0.15123930456739804,0.17794563048879225,0.026706325921394214,0.3477685260649969,0.36355371006202486,0.01578518399702794
97,0.5894738198309627,0.5604737854737855,-0.02900003435717724,0.16410881341172834,0.20026041006806763,0.0361515966563393,0.34827340944803165,0.4242843878269353,0.07601097837890364
98,0.5947467876039304,0.5681453136810279,-0.026601473922902463,0.14967799339180118,0.20793193827531012,0.058253944883508935,0.35354637722099946,0.43195591603417777,0.0784095388131783
99,0.6249969053277876,0.6165585868185658,-0.008438318509221832,0.17992811111565846,0.2584406884925687,0.07851257737691023,0.3837964949448566,0.4803691891717156,0.09657269422685899
100,0.6490144775859061,0.5396999825571254,-0.10931449502878077,0.20428061251209886,0.1794866071514075,-0.024794005360691374,0.40781406720297514,0.4035105849102752,-0.004303482292699945
101,0.6337626113247231,0.5958345657103422,-0.0379280456143809,0.18869381711259386,0.23771495314309304,0.04902113603049918,0.39256220094179206,0.45964516806349204,0.06708296712169998
102,0.5896240487907154,0.5563699572032906,-0.03325409158742476,0.1445552545785862,0.21362571429316352,0.06907045971457731,0.34842363840778445,0.4201805595564404,0.07175692114865595
103,0.5701212009351544,0.5276678048480374,-0.04245339608711696,0.15106074005635844,0.19252670835388416,0.04146596829752572,0.32892079055222334,0.3914784072011872,0.06255761664896387
104,0.6467643467643468,0.6184676434676436,-0.028296703296703196,0.2016955525522175,0.2582542680619256,0.05655871550970809,0.40556393638141575,0.4822782458207933,0.07671430943937757
105,0.5918496867345973,0.5394778563599353,-0.052371830374661976,0.1608844639510394,0.17926448095421743,0.01838001700317804,0.3506492763516662,0.4032884587130851,0.0526391823614189
106,0.6431775746955465,0.556484283201228,-0.08669329149431848,0.19810878048341715,0.19675401713680762,-0.0013547633466095277,0.40197716431261543,0.42029488555437783,0.018317721241762397
107,0.5974458986493147,0.524831024306956,-0.07261487434235869,0.15457591396099504,0.16461764890123814,0.010041734940243102,0.35624548826638375,0.3886416266601058,0.032396138393722074
108,0.5846488696488696,0.5531655844155844,-0.03148328523328525,0.14654078972245466,0.2046518121844698,0.05811102246201513,0.34344845926593864,0.4169761867687343,0.07352772750279568
109,0.5387707219639993,0.5626734694136655,0.02390274744966614,0.1206670002488175,0.20246009400794765,0.08179309375913014,0.29757031158106834,0.4264840717668153,0.12891376018574696
110,0.6341568459215517,0.6053252532244129,-0.028831592697138864,0.19436177525439607,0.2451118778186951,0.050750102564299016,0.39295643553862086,0.4691358555775627,0.07617942003894185
111,0.6836381767772745,0.6305157770383334,-0.05312239973894106,0.23856938256514523,0.2703024016326156,0.031733019067470364,0.4424377663943435,0.4943263793914833,0.05188861299713976
112,0.5635449403933113,0.5256685032687539,-0.03787643712455735,0.1246432096732455,0.16692826308203593,0.04228505340879042,0.32234453001038027,0.38947910562190374,0.06713457561152347
113,0.5844915231568416,0.5195853939823316,-0.06490612917451,0.1394227289447124,0.1657569892315425,0.026334260286830113,0.3432911127739106,0.38339599633548155,0.040104883561570936
114,0.5640366570762116,0.5945545721275368,0.030517915051325173,0.1365930414355109,0.23434119672181897,0.09774815528630806,0.3228362466932806,0.4583651744806866,0.135528927787406
115,0.5267175876198432,0.6228527668377292,0.09613517921788595,0.08554828320363232,0.2626393914320113,0.17709110822837898,0.2855171772369122,0.48666336919087894,0.2011461919539667
116,0.5968248334789689,0.5320944093500484,-0.0647304241289205,0.16665117845409336,0.17881109443006332,0.012159915975969965,0.35562442309603787,0.39590501170319825,0.040280588607160384
117,0.5808419754848327,0.6039926343497771,0.023150658864944385,0.1357731812727033,0.24377925894405936,0.10800607767135606,0.3396415651019016,0.46780323670292706,0.12816167160102548
118,0.6661693465264894,0.5380892255892256,-0.12808012093726384,0.2211005523143601,0.1780726704267565,-0.04302788188760359,0.4249689361435584,0.4018998279423754,-0.02306910820118302
119,0.6313384444686966,0.6188845235063722,-0.012453920962324339,0.19369074719534282,0.2586711481006544,0.06498040090531157,0.39013803408576553,0.48269512585952207,0.09255709177375654
120,0.6563418724133009,0.5100793386507672,-0.14626253376253373,0.21540619328053676,0.15155344884535007,-0.06385274443518668,0.4151414620303699,0.37388994100391704,-0.04125152102645285
121,0.5825375021803593,0.44956320134891564,-0.13297430083144363,0.14458132828772538,0.12810711330258598,-0.0164742149851394,0.34133709179742827,0.3133738037020655,-0.02796328809536275
122,0.5817530858497245,0.48988441530458327,-0.09186867054514125,0.1366842916375952,0.16565610725914295,0.028971815621547742,0.3405526754667934,0.3536950176577332,0.013142342190939793
123,0.5618515471456648,0.5672489275430451,0.005397380397380358,0.1291423637393963,0.2070355521373273,0.077893188397931,0.32065113676273377,0.43105952989619495,0.11040839313346118
124,0.5805664377092948,0.51509504009504,-0.0654713976142548,0.1354976434971656,0.16658126786392538,0.031083624366759793,0.33936602732636384,0.37890564244818986,0.03953961512182602
125,0.5596602529900849,0.5531828472129592,-0.006477405777125744,0.15255603644235474,0.1929694718072414,0.040413435364886646,0.3221487070851782,0.41699344956610906,0.09484474248093089
126,0.645366009651724,0.6099080372889897,-0.03545797236273429,0.2002972154395947,0.24969466188327177,0.04939744644367708,0.404165599268793,0.4737186396421395,0.06955304037334653
127,0.5799085240156668,0.558328823953824,-0.021579700061842844,0.14798129674849742,0.19811544854810612,0.0501341517996087,0.33870811363273584,0.4221394263069738,0.08343131267423798
128,0.639091810966811,0.573953823953824,-0.06513798701298701,0.19402301675468167,0.21716637116715373,0.02314335441247206,0.3978914005838799,0.43776442630697376,0.03987302572309387
129,0.6441269841269841,0.6141584782060973,-0.029968505920886845,0.19905818991485486,0.25394510280037935,0.0548869128855245,0.4029265737440531,0.47796908055924703,0.07504250681519392
130,0.6649453164301767,0.6086650955439775,-0.05628022088619922,0.23003634006324566,0.2484517201382597,0.018415380075014032,0.4237449060472457,0.47247569789712734,0.04873079184988166
131,0.5180264530054446,0.5741126753731797,0.056086222367735084,0.08411080410699637,0.21389929996746174,0.12978849586046537,0.2768260426225136,0.43792327772632944,0.16109723510381585
132,0.5440420586097278,0.48014720242163855,-0.06389485618808921,0.10983437370495783,0.13775587917011564,0.027921505465157814,0.30284164822679677,0.34395780477478827,0.0411161565479915
133,0.5275110185824471,0.4977117655689085,-0.029799253013538585,0.10996692242689092,0.14365660344850473,0.03368968102161381,0.2863106081995161,0.36152236792205833,0.07521175972254224
134,0.5599310494399781,0.6119762677798393,0.0520452183398612,0.146822969513563,0.25176289237412136,0.10493992286055837,0.32241950353507126,0.47578687013298904,0.15336736659791778
135,0.6104520099575881,0.5646238628680312,-0.04582814708955685,0.16654623011534814,0.2130196811397844,0.04647345102443626,0.3692515995746571,0.428434465221181,0.05918286564652392
136,0.6267828798185942,0.5611366213151927,-0.06564625850340144,0.18289935488084125,0.2009232459094749,0.018023891028633665,0.3855824694356631,0.42494722366834253,0.03936475423267943
137,0.5636913976116762,0.5302686864219373,-0.03342271118973894,0.1416547462566898,0.17005531101621935,0.02840056475952954,0.3224909872287452,0.3940792887750871,0.07158830154634188
138,0.6730554721888755,0.5235977724423102,-0.1494576997465653,0.23188616777266463,0.16774573357120623,-0.0641404342014584,0.4318550618059446,0.3874083747954601,-0.04444668701048449
139,0.5949574274154106,0.6179389811480147,0.022981553732604132,0.15515040899693205,0.25772560574229686,0.1025751967453648,0.3537570170324796,0.4817495835011646,0.127992566468685
140,0.5862386097577735,0.515741662518666,-0.07049694723910749,0.14634481554564424,0.15937937980002298,0.013034564254378739,0.3450381993748425,0.37955226487181587,0.03451406549697339
141,0.5792669631955346,0.5815083725798013,0.002241409384266646,0.1440239122678986,0.23340559141177838,0.08938167914387979,0.3380665528126036,0.445318974932951,0.10725242212034736
142,0.6069727891156463,0.5428004535147393,-0.06417233560090707,0.161903994903517,0.18595334795029123,0.02404935304677422,0.36577237873271523,0.4066110558678891,0.04083867713517386
143,0.517684212796484,0.5271760886213117,0.009491875824827689,0.08010641614165374,0.16696271321559392,0.08685629707394017,0.2764838024135529,0.39098669097446154,0.11450288856090862
144,0.6045061108603116,0.4875987739362208,-0.11690733692409078,0.1783564910788241,0.13368533517182613,-0.04467115590699797,0.36330570047738053,0.3514093762893707,-0.011896324188009844
145,0.6745196411898092,0.5503476390556222,-0.124172002134187,0.2398339620570451,0.19013426364990438,-0.049699698407140724,0.43331923080687823,0.41415824140877205,-0.019160989398106176
146,0.6385734293717488,0.5884720554888622,-0.0501013738828866,0.1935046351596194,0.22825868008314437,0.03475404492352496,0.39737301898881766,0.452282657842012,0.05490963885319433
147,0.5220793310576592,0.517133618875105,-0.0049457121825542405,0.09409029875029187,0.15752623586634587,0.063435937116054,0.28087892067472825,0.3809442212282548,0.10006530055352653
148,0.5842648287385128,0.5617545351473922,-0.022510293591120667,0.14443026680847781,0.20154115974167444,0.05711089293319663,0.3430644183555819,0.4255651375005421,0.08250071914496021
149,0.5898309093752443,0.5955596606458675,0.005728751270623222,0.14476211516311505,0.2353462852401497,0.09058417007703465,0.3486304989923133,0.4593702629990174,0.1107397640067041
150,0.5910839943264755,0.5156739146400801,-0.07541007968639546,0.1481208105346277,0.16083927406162646,0.012718463526998763,0.34988358394354446,0.3794845169932298,0.029600933049685363
151,0.6177105363230614,0.5309230488268922,-0.08678748749616916,0.17781674211093215,0.17070967342117443,-0.007107068689757717,0.37651012594013034,0.3947336511800422,0.018223525239911886
152,0.5541721506007221,0.52747668997669,-0.026695460624032163,0.11169512993911632,0.18508536672516715,0.07339023678605083,0.312971740217791,0.3912872923298399,0.07831555211204888
153,0.660011967750063,0.48598513479465855,-0.17402683295540444,0.21494317353793366,0.15970775045203264,-0.055235423085901014,0.41881155736713194,0.3556818175569836,-0.06312973981014836
154,0.56273595313069,0.5413756078229762,-0.0213603453077138,0.13653263510903688,0.18168748510942836,0.04515485000039149,0.321535542747759,0.405186210176126,0.08365066742836702
155,0.5938552884041605,0.5683194555375006,-0.025535832866659836,0.1487864941920313,0.21290885354884193,0.06412235935681063,0.3526548780212296,0.4321300578906505,0.07947517986942093
156,0.605599268099268,0.5582765181449392,-0.047322749954328835,0.17463404531571022,0.19806314273922138,0.023429097423511153,0.36439885771633707,0.4220871204980891,0.05768826278175204
157,0.5904434501073156,0.5869341676064366,-0.0035092825008790074,0.14537465589518636,0.2267207922007187,0.08134613630553233,0.34924303972438464,0.4507447699595864,0.10150173023520176
158,0.6537440202074348,0.525572496609082,-0.12817152359835282,0.21228941555574513,0.16542388323234428,-0.04686553232340085,0.4125436098245038,0.3893830989622318,-0.023160510862272
159,0.5769158420944136,0.577384817563389,0.00046897546897539666,0.13544161420881487,0.2360139024751314,0.10057228826631653,0.3357154317114825,0.4411954199165389,0.10547998820505639
160,0.5863486050986051,0.5075104789390503,-0.07883812615955477,0.14127981088647582,0.1472971035333325,0.006017292646856687,0.3451481947156741,0.3713210812922002,0.02617288657652611
161,0.628252209974899,0.5074226660361114,-0.12082954393878753,0.186755743633312,0.14720929063039354,-0.03954645300291845,0.38705179959196806,0.37123326838926124,-0.01581853120270682
162,0.6511354541816726,0.5424511471255169,-0.10868430705615573,0.20606665996954338,0.182237771719799,-0.023828888249744384,0.40993504379874157,0.4062617494786667,-0.003673294320074849
